# Enoch SJ, Cronin MT.
# A review of the electrophilic reaction chemistry involved in covalent DNA binding.
# Critical reviews in toxicology, 2010
"Quinone-diimines","Mechanistic alert: Quinones and quinone-type chemicals","[$([CH]1=C[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][$(C=[NH]),$(C=N[CX4])]1),$([CH]1=C[$(C=[NH]),$(C=N[CX4])][$(C=[NH]),$(C=N[CX4])][#6]=,:[#6]1)]"
"Hydroquinones","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[$(c1([OH,$(O[CH3])])c[cH]c([OH,$(O[CH3])])cc1),$(c1([OH,$(O[CH3])])c([OH,$(O[CH3])])cc[cH]c1)]"
"Alkyl-phenols","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[$(c1([OH])ccc([CH3,$([CH2][CX4])])cc1),$(c1([OH])c([CH3,$([CH2][CX4])])cccc1)]"
"Methylenedioxyphenyl","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[cH]1ccc(OCO2)c2c1"
"Arenes","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[cH,$(c(c)(c)[CX4])]1[cH][cH][cH,$(c(c)(c)[CX4])][cH][cH,$(c(c)(c)[CX4])]1"
"PAHs","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[cH]1c[cH]c2cc3ccccc3cc2[cH]1"
"5-Alkoxyindoles","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[cH]1cc([OH,$(O[CH3])])cc2ccnc12"
"3-Methylindoles","Mechanistic alert: P450 mediated activation to quinones and quinone-type chemicals","[CH3]c1c[nH]c2ccccc12"
"Furans","Mechanistic alert: P450 mediated activation of heterocyclic ring systems","[cH]1[cH,$(c(c)(o)C)]o[cH,$(c(c)(o)C)][cH,$(c(c)(c)C)]1"
"Thiophenes_MA","Mechanistic alert: P450 mediated activation of heterocyclic ring systems","[cH]1[cH,$(c(c)(o)C)]s[cH,$(c(c)(o)C)][cH,$(c(c)(c)C)]1"
"Hydrazine","Mechanistic alert: Carbenium ion formation","[NH][NH2]"
"Aliphatic-N-nitro","Mechanistic alert: Carbenium ion formation","[CH3,$([CH2]([NX3])[#6]),$([CH]([NX3])([#6])[#6])][NH,$(N([CX4])([NX3])[#6])][N+](=O)[O-]"
"Triazines","Mechanistic alert: Carbenium ion formation","[NH2,$([NH](N=N)[#6]),$(N(N=N)([#6])[#6])]N=N[CX4]"
"Diazoalkanes","Mechanistic alert: Carbenium ion formation","[$([C-][N+]#N),$(C=N=N)]"
"PAHs","Mechanistic alert: Carbenium ion formation","[cH]1[cH][cH]c2c(ccc3ccccc23)[cH]1"
"Nitroso","Mechanistic alert: Carbenium ion formation","[CH3,$([CH2]([NX3])[#6]),$([CH]([NX3])([#6])[#6])][NH,$(N([CX4])([NX3])[#6])][NX2]=O"
"Allyl-benzenes","Mechanistic alert: Carbenium ion formation","C=C[CH2]c1ccccc1"
"Pyrroloizidine-alkaloids","Mechanistic alert: Carbenium ion formation","[$([CX4]C(=O)OCc1ccn2CCC(OC([CX4])=O)c12),$([CX4]C(=O)OCC1=CCN2CCC(OC([CX4])=O)C12),$([CX4]C(=O)OC\C1=C\CN([CH3])CCC(OC([CX4])=O)C1=O)]"
"a-Halo-ethers","Mechanistic alert: Carbenium ion formation","[#6][O,S][CH2,$([CH]([O,S])([F,Cl,Br,I])[CX4]),$(C([O,S])([F,Cl,Br,I])([CX4])[CX4])][F,Cl,Br,I]"
"Primary-aromatic-amines","Mechanistic alert: Nitrenium ion formation","[$([c][NH2]);r6;!$([c]([a]C)([a]C)[NH2]);!$([c]([c]C(=O)[OH])[NH2]);!$([c]([c]S(=O)(=O)[OH])[NH2]);!$([c]([a][c]S(=O)(=O)[OH])[NH2]);!$([c]([a][a][c]S(=O)(=O)[OH])[NH2])]"
"Secondary-aromatic-amines","Mechanistic alert: Nitrenium ion formation","[$([c][NH][#6]);r6;!$([c]([a]C)([a]C)[NH][#6]);!$([c]([c]C(=O)[OH])[NH][#6]);!$([c]([c]S(=O)(=O)[OH])[NH][#6]);!$([c]([a][c]S(=O)(=O)[OH])[NH][#6]);!$([c]([a][a][c]S(=O)(=O)[OH])[NH][#6])]"
"Tertiary-aromatic-amines","Mechanistic alert: Nitrenium ion formation","[$([c]N([CH3])[CH3]);r6;!$([c]([a]C)([a]C)N([CH3])[CH3]);!$([c]([c]C(=O)[OH])N([CH3])[CH3]);!$([c]([c]S(=O)(=O)[OH])N([CH3])[CH3]);!$([c]([a][c]S(=O)(=O)[OH])N([CH3])[CH3]);!$([c]([a][a][c]S(=O)(=O)[OH])N([CH3])[CH3])]"
"Aromatic-nitros","Mechanistic alert: Nitrenium ion formation","[$([c][N+](=O)[O-]);r6;!$([c]([a]C)([a]C)[N+](=O)[O-]);!$([c]([c]C(=O)[OH])[N+](=O)[O-]);!$([c]([c]S(=O)(=O)[OH])[N+](=O)[O-]);!$([c]([a][c]S(=O)(=O)[OH])[N+](=O)[O-]);!$([c]([a][a][c]S(=O)(=O)[OH])[N+](=O)[O-])]"
"Aromatic-nitrosos","Mechanistic alert: Nitrenium ion formation","[$([c][NX2]=O);r6;!$([c]([a]C)([a]C)[NX2]=O);!$([c]([c]C(=O)[OH])[NX2]=O);!$([c]([c]S(=O)(=O)[OH])[NX2]=O);!$([c]([a][c]S(=O)(=O)[OH])[NX2]=O);!$([c]([a][a][c]S(=O)(=O)[OH])[NX2]=O)]"
"Aromatic-N-hydroxylamines","Mechanistic alert: Nitrenium ion formation","[$(c[NH][OH]);r6]"
"Aromatic-azos","Mechanistic alert: Nitrenium ion formation","[$([c]N=[NH,$(N(=N)[#6])]);r6;!$([c]([a]C)([a]C)N=[NH,$(N(=N)[#6])]);!$([c]([c]C(=O)[OH])N=[NH,$(N(=N)[#6])]);!$([c]([c]S(=O)(=O)[OH])N=[NH,$(N(=N)[#6])]);!$([c]([a][c]S(=O)(=O)[OH])N=[NH,$(N(=N)[#6])]);!$([c]([a][a][c]S(=O)(=O)[OH])N=[NH,$(N(=N)[#6])])]"
"Aromatic-phenylureas","Mechanistic alert: Nitrenium ion formation","[$([c][NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);r6;!$([c]([a]C)([a]C)[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);!$([c]([c]C(=O)[OH])[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);!$([c]([c]S(=O)(=O)[OH])[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);!$([c]([a][c]S(=O)(=O)[OH])[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);!$([c]([a][a][c]S(=O)(=O)[OH])[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])])]"
"Aromatic-ester-hydroxylamines","Mechanistic alert: Nitrenium ion formation","[$([c][NH]OC(=O)[#6]);r6;!$([c]([a]C)([a]C)[NH]OC(=O)[#6]);!$([c]([c]C(=O)[OH])[NH]OC(=O)[#6]);!$([c]([c]S(=O)(=O)[OH])[NH]OC(=O)[#6]);!$([c]([a][c]S(=O)(=O)[OH])[NH]OC(=O)[#6]);!$([c]([a][a][c]S(=O)(=O)[OH])[NH]OC(=O)[#6])]"
"Primary-heterocyclic-amines","Mechanistic alert: Nitrenium ion formation","[$(c[NH2]);r5]"
"Secondary-heterocyclic-amines","Mechanistic alert: Nitrenium ion formation","[$(c[NH][#6]);r5]"
"Tertiary-heterocyclic-amines","Mechanistic alert: Nitrenium ion formation","[$(cN([CH3])[CH3]);r5]"
"Heterocyclic-nitro","Mechanistic alert: Nitrenium ion formation","[$(c[N+](=O)[O-]);r5]"
"Heterocyclic-nitroso","Mechanistic alert: Nitrenium ion formation","[$(c[NX2]=O);r5]"
"Heterocyclic-N-hydroxylamines","Mechanistic alert: Nitrenium ion formation","[$(c[NH][OH]);r5]"
"Heterocyclic-azos","Mechanistic alert: Nitrenium ion formation","[$(cN=[NH,$(N(=N)[#6])]);r5]"
"Heterocyclic-phenylureas","Mechanistic alert: Nitrenium ion formation","[$(c[NH]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]);r5]"
"Heterocyclic-ester-hydroxylamine","Mechanistic alert: Nitrenium ion formation","[$(c[NH]OC(=O)[#6]);r5]"
"Nitroso_SN1","Mechanistic alert: Nitrosation","N(c)(c)[NX2]=O"
"Aliphatic-tertiary-amines","Mechanistic alert: Iminium ion formation","[NX3](C)(C)C"
"Thiophenes_SN2","Mechanistic alert: P450 mediated epoxidation","[cH,$(c(c)(c)C)]1[cH,$(c(c)(c)C)]s[cH][cH]1"
"Coumarins","Mechanistic alert: P450 mediated epoxidation","[cH]1[cH]c(=O)oc2ccccc12"
"Mustards","Mechanistic alert: Episulfonium ion formation","[NX3,SX2][CH2,$([CH]([NX3,SX2])([CX4])[CX4])][CH2,$([CH]([CX4])([Cl,Br,I])[CX4])][Cl,Br,I]"
"1,2-Dihaloalkanes","Mechanistic alert: Episulfonium ion formation","[Cl,Br,I][CH2,$([CH]([Cl,Br,I])([CX4])[CX4])][CH2,$([CH]([Cl,Br,I])([CX4])[CX4])][Cl,Br,I]"
"Alkyl-nitrate","Mechanistic alert: SN2 at an sp3 carbon atom","[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]O[NX2]=O"
"Alkyl-carbamates","Mechanistic alert: SN2 at an sp3 carbon atom","[CH3,$([CH2]([NX3])[CX4]),$([CH]([NX3])([CX4])[CX4])][NX3]([CH3])C(=[O,SX2])[O,SX2][CX4]"
"Aliphatic-halide","Mechanistic alert: SN2 at an sp3 carbon atom","[CH3,$([CH2]([F,Cl,Br,I])[#6]),$([CH]([F,Br,Cl,I])([#6])[#6]);!$([CH2,CH]C=O);!$([CH2,CH][CX4][NX3,SX2]);!$([CH2,CH][CX4][F,Cl,Br,I])][F,Cl,Br,I]"
"Sulfonates","Mechanistic alert: SN2 at an sp3 carbon atom","[#6]S(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]"
"Sulfates","Mechanistic alert: SN2 at an sp3 carbon atom","[#6]OS(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]"
"Phopshates","Mechanistic alert: SN2 at an sp3 carbon atom","[#6][O,SX2]P(=[O,SX1])([O,SX2][#6])[O,SX2][CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]"
"Phosphonates","Mechanistic alert: SN2 at an sp3 carbon atom","[#6][O,SX2]P(=[O,SX1])([#6])[O,SX2][CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]"
"Phosphonic-esters","Mechanistic alert: SN2 at an sp3 carbon atom","[#6][PX4](=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]"
"Lactones","Mechanistic alert: Ring opening SN2","C1CC(=O)O1"
"Sultones","Mechanistic alert: Ring opening SN2","[$(C1OS(=O)(=O)CC1),$(C1OS(=O)(=O)CCC1)]"
"Nitrosos_SN2","Mechanistic alert: Nitrosation","[CX4][NX3]([#6])[NX2]=O"
"Epoxides","Mechanistic alert: Direct acting epoxides and related","C1OC1"
"Aziridines","Mechanistic alert: Direct acting epoxides and related","C1[NX3]C1"
"Sulfaranes","Mechanistic alert: Direct acting epoxides and related","C1[SX2]C1"
"Halogenated-polarised-alkenes","Mechanistic alert: Epoxidation of aliphatic alkenes","[CH2,$([CH](=[CH])[#6,F,Cl,Br,I])]=[CH][F,Cl,Br,I,$(O(C=C)[a])]"
"N-acyloxy-N-alkoxyamides","Mechanistic alert: SN2 at a nitrogen atom","[a]C(=O)N(O[#6])OC(=O)[#6]"
"Thioureas_SN2","Mechanistic alert: P450 mediated sulfoxidation","[#6][NH]C(=S)[NH][#6]"
"Mono-aldehydes","Mechanistic alert: Direct acting Schiff base formers","[CH2,$([CH](=O)[CX4])]=O"
"a,b-Dicarbonyl","Mechanistic alert: Direct acting Schiff base formers","[CH,$(C(=O)[#6]);!$(C(=O)C=C)](=O)[CH,$(C(=O)[#6]);!$(C(=O)C=C)]=O"
"Ethylenediamines","Mechanistic alert: Chemicals activated by P450 to glyoxal","[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][NH2]),$([NH]1[CH2][CH2][NH][CH2][CH2]1)]"
"Ethanolamines","Mechanistic alert: Chemicals activated by P450 to glyoxal","[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][OH]),$([NH]1[CH2][CH2]O[CH2][CH2]1)]"
"N-methylol-derivatives","Mechanistic alert: Chemicals activated by P450 to mono-aldehydes","[NH2,$([NH]([CH2])[#6]),$(N([CH2])([#6])[#6])][CH2][OH]"
"Thiazoles","Mechanistic alert: Chemicals activated by P450 to mono-aldehydes","[cH]1ncs[cH]1"
"Benzylamines","Mechanistic alert: Chemicals activated by P450 to mono-aldehydes","c1ccccc1[CH2][NH2]"
